train_acc,train_F1,val_acc,val_F1
62.404434250764524,0.7378381980530718,62.5,0.7692307692297071
64.98470948012232,0.7491785323099435,62.17948717948718,0.7667984189712774
64.62155963302752,0.7359109716068287,62.33974358974359,0.7680157946682408
68.46330275229357,0.7686483454839019,62.17948717948718,0.7663366336623115
73.20336391437309,0.8010218563710086,64.1025641025641,0.7714285714274636
76.41437308868501,0.8243166287000802,67.62820512820512,0.786919831222418
77.5993883792049,0.8308314087744152,73.87820512820512,0.8162344983074803
78.76529051987768,0.8399827164034062,74.35897435897436,0.819413092549348
81.17354740061162,0.8606592162948324,80.12820512820512,0.8571428571412113
85.51223241590215,0.8955347298769332,79.96794871794872,0.8581157775239132
87.80581039755351,0.9134093376745984,78.36538461538461,0.8508287292802174
90.29051987767583,0.9320673976980248,80.60897435897436,0.8638920134966754
91.68577981651376,0.9423306376753935,78.0448717948718,0.8492849284913123
92.52675840978593,0.9483828382818871,77.40384615384616,0.8465723612607331
92.50764525993884,0.948216644647992,82.6923076923077,0.876430205947934
93.65443425076452,0.9562351700481198,78.52564102564102,0.8520971302412711
93.08103975535168,0.9522679324874956,84.2948717948718,0.8857808857790873
93.71177370030581,0.9568524590144283,87.66025641025641,0.903144654086022
93.17660550458716,0.9528339278616922,73.3974358974359,0.8237791932045699
93.82645259938838,0.957494407156862,88.78205128205128,0.9124999999979375
94.55275229357798,0.9627109773629233,78.2051282051282,0.8495575221223471
94.32339449541284,0.9610185063636801,87.82051282051282,0.9075425790734426
94.4954128440367,0.9622641509414096,87.82051282051282,0.9084337349377907
94.72477064220183,0.9638269986873901,85.25641025641026,0.8932714617151124
94.8776758409786,0.964783180024278,82.37179487179488,0.8744292237425825
94.72477064220183,0.9638743455477468,73.87820512820512,0.826411075610963
94.4954128440367,0.9621451104081022,75.64102564102564,0.8362068965502749
95.06880733944953,0.9661772417389498,78.52564102564102,0.8527472527457022
94.89678899082568,0.9650477811211868,74.19871794871794,0.8285410010635632
95.50840978593273,0.9692529111585253,76.12179487179488,0.8389189189174533
95.52752293577981,0.9693957624881774,87.17948717948718,0.9045346062033196
95.45107033639144,0.9688726131290376,71.47435897435898,0.8141962421698781
94.91590214067278,0.9650643551332737,81.41025641025641,0.8693693693677056
96.06269113149847,0.9731070496063293,76.28205128205128,0.8401727861756364
96.23470948012232,0.9742987605981008,81.73076923076923,0.8719101123578791
95.27905198776759,0.9676574571146603,74.19871794871794,0.8281750266794955
96.15825688073394,0.973817897614232,87.98076923076923,0.9103942652310136
96.21559633027523,0.9741514360293013,90.22435897435898,0.9253365973051392
96.04357798165138,0.9729517836122419,80.44871794871794,0.864142538973879
95.31727828746178,0.9679025284926834,88.14102564102564,0.9114832535865479
96.23470948012232,0.9743188632491777,80.60897435897436,0.8654060066724565
96.23470948012232,0.9742920527188365,84.93589743589743,0.8919540229867037
96.3493883792049,0.9750685289106407,86.53846153846153,0.8995215310985669
96.12003058103976,0.9735021537637997,89.58333333333333,0.9182389937085875
96.31116207951071,0.9748206131747458,85.25641025641026,0.8930232558121255
96.15825688073394,0.973728924321587,69.87179487179488,0.8057851239656786
95.9862385321101,0.9726277372242568,87.98076923076923,0.9070631970240046
96.00535168195718,0.9726761668171652,84.13461538461539,0.885549132946194
96.3302752293578,0.9749412685962441,78.68589743589743,0.8540065861674906
96.31116207951071,0.9747679435199932,74.35897435897436,0.8294243070348425
