train_acc,train_F1,val_acc,val_F1
74.00611620795107,0.8500220555794287,62.5,0.7692307692302381
75.47782874617737,0.8503790087456855,62.33974358974359,0.7680157946687699
77.04510703363914,0.8503799676086027,63.46153846153846,0.7724550898198155
78.55504587155963,0.8499197431774026,66.98717948717949,0.7871900826440348
79.03287461773701,0.8486270180756564,70.03205128205128,0.8029504741827125
80.98241590214067,0.8603116664318532,76.6025641025641,0.838137472283064
83.14220183486239,0.8764013452906149,79.00641025641026,0.8519774011291481
85.03440366972477,0.8909318846627091,85.25641025641026,0.8912529550818173
87.36620795107034,0.9090158293177278,84.77564102564102,0.8878394332930629
89.56422018348624,0.9260763606814261,84.13461538461539,0.8836662749697212
90.7874617737003,0.9353193773474049,82.8525641025641,0.876300578033812
91.81957186544342,0.9429789501722269,80.76923076923077,0.8639455782304672
92.2591743119266,0.9462365591388134,81.89102564102564,0.8720271800671076
92.45030581039755,0.9474803882452681,85.8974358974359,0.893719806762334
92.9854740061162,0.9514228987415747,83.17307692307692,0.8786127167621304
93.36773700305811,0.9541914191409309,81.41025641025641,0.8696629213474839
93.82645259938838,0.9574608191745684,81.08974358974359,0.8677130044834804
94.1131498470948,0.9594309799779327,87.82051282051282,0.9073170731697383
94.72477064220183,0.9636842105253152,78.84615384615384,0.8549450549442749
94.78211009174312,0.9641497045295322,86.21794871794872,0.8988235294108263
94.97324159021407,0.9654719705910945,86.0576923076923,0.8987194412097818
94.82033639143731,0.9644216883277384,72.75641025641026,0.8206751054845556
94.82033639143731,0.9643749178378315,72.27564102564102,0.8180862250256191
95.08792048929664,0.9662685391773662,72.91666666666667,0.8211640211633414
95.18348623853211,0.9669811320744682,74.51923076923077,0.8303094983984411
95.54663608562691,0.9695623775300195,68.10897435897436,0.7963152507670495
95.73776758409785,0.97082297527048,89.90384615384616,0.9225092250912116
95.43195718654434,0.9686392861819072,85.09615384615384,0.8929804372833303
95.43195718654434,0.968680382648711,73.23717948717949,0.8236536430827378
95.60397553516819,0.9698400209798446,91.02564102564102,0.9283887468019735
95.87155963302752,0.9717203456392071,88.30128205128206,0.9123649459774013
95.9480122324159,0.9722658294076734,84.13461538461539,0.8868571428562586
95.87155963302752,0.9716758457897017,72.75641025641026,0.8206751054845556
96.23470948012232,0.9742920527198514,70.67307692307692,0.8095733610815617
96.2729357798165,0.9745131355368211,76.92307692307692,0.8438177874179092
96.12003058103976,0.9734813847148576,81.08974358974359,0.8683035714277493
96.44495412844037,0.9757433489817681,81.08974358974359,0.8683035714277493
95.9288990825688,0.9721167692096161,89.26282051282051,0.918192918191897
96.52140672782875,0.976240208876265,70.83333333333333,0.8108108108101646
96.25382262996942,0.9743924745221088,84.2948717948718,0.8878718535460232
96.42584097859327,0.9756415266369936,70.03205128205128,0.8062176165796762
96.13914373088684,0.9736016727642751,83.49358974358974,0.8830874006801746
96.42584097859327,0.9755842799310877,86.85897435897436,0.9039812646360562
96.48318042813456,0.9759853824056636,67.1474358974359,0.7918781725882398
96.3493883792049,0.9750228847904028,75.64102564102564,0.8365591397842225
96.44495412844037,0.9757180156647779,80.28846153846153,0.8634850166473619
96.3302752293578,0.9749085206471787,80.92948717948718,0.8673355629869178
96.78899082568807,0.9781078967933489,88.78205128205128,0.9164677804286003
97.0374617737003,0.9798413317716388,69.55128205128206,0.8041237113395792
96.76987767584097,0.9779574801085381,91.02564102564102,0.9285714285703353
